date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,23.01,23.72,22.66,22.62,87818.08,-0.31,-1.35,23.262,23.708,23.145,101442.9,145260.34,157636.34,9.9
2018-04-16,23.11,23.23,22.97,22.52,84534.71,-0.63,-2.67,23.368,23.782,23.048,120630.54,152578.89,156503.44,9.53
2018-04-13,23.61,24.71,23.6,23.55,121699.91,0.11,0.47,23.746,23.741,22.95,133890.71,155203.08,158600.97,13.72
2018-04-12,23.57,23.97,23.49,23.07,106545.64,-0.1,-0.42,23.8,23.661,22.884,147737.51,159246.49,158481.29,12.01
2018-04-11,23.27,23.98,23.59,22.95,106616.17,0.4,1.73,24.118,23.567,22.8,168791.96,163875.97,159117.67,12.02
2018-04-10,24.15,24.48,23.19,22.4,183756.27,-1.67,-6.72,24.154,23.336,22.76,189077.78,164001.56,161071.75,20.72
2018-04-09,23.48,24.94,24.86,23.38,150835.56,0.99,4.15,24.196,23.09,22.745,184527.25,160507.43,159182.75,17.01
2018-04-04,25.47,25.75,23.87,23.85,190933.92,-1.21,-4.83,23.736,22.907,22.625,176515.45,159124.53,159656.51,21.53
2018-04-03,23.0,25.15,25.08,22.8,211817.86,1.31,5.51,23.522,22.804,22.504,170755.46,161523.27,154653.59,23.89
2018-04-02,23.46,24.99,23.77,23.02,208045.3,0.37,1.58,23.016,22.681,22.325,158959.99,172181.95,150708.1,23.46
2018-03-30,22.79,23.69,23.4,22.7,161003.59,0.84,3.72,22.518,22.582,22.216,138925.33,170012.33,147071.14,18.16
2018-03-29,23.19,23.4,22.56,22.22,110776.56,-0.24,-1.05,21.984,22.313,22.081,136487.62,160427.99,145857.26,12.49
2018-03-28,22.0,23.37,22.8,21.78,162133.98,0.25,1.11,22.078,22.158,21.95,141733.62,161998.87,143676.33,18.28
2018-03-27,21.37,23.38,22.55,21.37,152840.5,1.27,5.97,22.086,22.106,21.795,152291.07,157716.09,139442.48,17.24
2018-03-26,20.01,21.35,21.28,19.0,107872.03,0.55,2.65,22.346,22.032,21.678,185403.91,154359.37,136602.96,12.16
2018-03-23,21.5,22.07,20.73,20.73,148815.02,-2.3,-9.99,22.646,22.184,21.614,201099.34,158141.95,136573.9,16.78
2018-03-22,22.96,23.59,23.03,22.84,137006.58,0.19,0.83,22.642,22.399,21.535,184368.36,157858.08,132699.55,15.45
2018-03-21,23.42,24.23,22.84,22.73,214921.23,-1.01,-4.24,22.238,22.342,21.311,182264.11,160188.48,127828.35,24.24
2018-03-20,23.0,24.88,23.85,22.8,318404.69,1.07,4.7,22.126,22.203,21.073,163141.11,147783.92,119475.56,35.9
2018-03-19,20.55,22.78,22.78,20.55,186349.16,2.07,9.99,21.718,21.969,20.803,123314.84,129234.24,106987.31,21.01
2018-03-16,21.09,21.3,20.71,20.68,65160.13,-0.3,-1.43,21.722,21.85,20.619,115184.57,124129.95,101426.83,7.35
2018-03-15,21.6,21.77,21.01,20.2,126485.34,-1.27,-5.7,22.156,21.848,20.498,131347.8,131286.53,101860.07,14.26
2018-03-14,21.73,22.68,22.28,21.71,119306.23,0.47,2.15,22.446,21.742,20.402,138112.85,125353.8,99041.17,13.45
2018-03-13,22.53,22.75,21.81,21.71,119273.32,-0.99,-4.34,22.28,21.484,20.235,132426.72,121168.88,98445.1,13.45
2018-03-12,23.28,23.65,22.8,22.52,145697.81,-0.08,-0.35,22.22,21.324,20.07,135153.65,118846.56,97806.63,16.43
2018-03-09,22.2,22.88,22.88,22.1,145976.28,0.42,1.87,21.978,21.043,19.959,133075.33,115005.85,95796.75,16.46
2018-03-08,21.46,22.69,22.46,21.37,160310.62,1.01,4.71,21.54,20.67,19.945,131225.26,107541.02,93694.74,18.08
