date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,7.58,7.59,7.37,7.32,39566.83,-0.14,-1.86,7.64,7.888,8.168,47380.42,73492.59,74105.02,0.64
2018-04-16,7.73,7.76,7.51,7.48,54082.58,-0.24,-3.1,7.73,8.025,8.265,56074.91,79291.43,74553.67,0.87
2018-04-13,7.76,7.83,7.75,7.72,40779.03,0.01,0.13,7.742,8.119,8.354,66786.18,81689.08,75150.15,0.66
2018-04-12,7.78,7.88,7.74,7.73,39460.06,-0.09,-1.15,7.78,8.166,8.439,93147.89,85577.82,75797.56,0.64
2018-04-11,7.81,7.92,7.83,7.76,63013.6,0.01,0.13,7.966,8.208,8.529,95679.79,89970.51,76756.37,1.02
2018-04-10,7.59,7.89,7.82,7.59,83039.29,0.25,3.3,8.136,8.224,8.613,99604.76,90495.26,75931.31,1.34
2018-04-09,7.7,7.74,7.57,7.44,107638.93,-0.37,-4.66,8.32,8.275,8.697,102507.95,88117.54,74718.13,1.74
2018-04-04,8.39,8.6,7.94,7.91,172587.58,-0.73,-8.42,8.496,8.344,8.793,96591.97,85418.85,71994.35,2.79
2017-12-01,8.63,8.77,8.67,8.58,52119.57,-0.01,-0.12,8.552,8.395,8.869,78007.75,74703.91,66741.98,1.44
2017-11-30,8.73,8.76,8.68,8.54,82638.41,-0.06,-0.69,8.45,8.393,8.895,84261.23,78877.18,67149.31,2.29
2017-11-29,8.45,8.82,8.74,8.4,97555.28,0.29,3.43,8.312,8.447,8.926,81385.76,74717.44,65856.06,2.7
2017-11-28,8.3,8.48,8.45,8.23,78059.0,0.23,2.8,8.23,8.504,8.968,73727.13,69815.9,64358.22,2.16
2017-11-27,8.18,8.39,8.22,8.16,79666.51,0.06,0.73,8.192,8.588,9.019,74245.74,68611.23,63829.59,2.2
2017-11-24,7.97,8.26,8.16,7.82,83386.93,0.17,2.13,8.238,8.712,9.079,71400.06,66017.31,66331.42,2.31
2017-11-23,8.37,8.37,7.99,7.95,68261.1,-0.34,-4.08,8.336,8.849,9.169,73493.13,63542.23,66662.72,1.89
2017-11-22,8.3,8.36,8.33,8.17,59262.1,0.07,0.85,8.582,9.002,9.275,68049.12,61367.37,68893.94,1.64
2017-11-21,8.45,8.46,8.26,8.23,80652.04,-0.19,-2.25,8.778,9.118,9.374,65904.67,61318.71,69096.28,2.23
2017-11-20,8.64,8.64,8.45,8.23,65438.11,-0.2,-2.31,8.984,9.241,9.477,62976.72,58569.84,69014.48,1.81
2017-11-17,9.25,9.25,8.65,8.55,93852.32,-0.57,-6.18,9.186,9.342,9.578,60634.56,58780.06,74117.41,2.6
2017-11-16,9.34,9.34,9.22,9.21,41041.03,-0.09,-0.97,9.362,9.397,9.653,53591.32,55421.43,73408.76,1.13
2017-11-15,9.32,9.41,9.31,9.21,48539.83,0.02,0.21,9.422,9.405,9.689,54685.62,56994.67,77301.99,1.34
2017-11-14,9.47,9.47,9.29,9.23,66012.33,-0.17,-1.8,9.458,9.432,9.736,56732.75,58900.54,79340.64,1.83
2017-11-13,9.52,9.52,9.46,9.41,53727.27,-0.07,-0.73,9.498,9.45,9.794,54162.95,59047.95,80803.46,1.49
2017-11-10,9.54,9.56,9.53,9.42,58636.16,0.01,0.1,9.498,9.445,9.839,56925.57,66645.52,86081.03,1.62
2017-11-09,9.53,9.58,9.52,9.45,46512.5,0.03,0.32,9.432,9.489,9.897,57251.54,69783.21,88714.32,1.29
2017-11-08,9.48,9.56,9.49,9.42,58775.5,0.0,0.0,9.388,9.548,9.953,59303.73,76420.51,95620.04,1.63
2017-11-07,9.51,9.55,9.49,9.36,53163.34,0.03,0.32,9.406,9.629,10.021,61068.32,76873.86,109463.18,1.47
2017-11-06,9.26,9.48,9.46,9.2,67540.34,0.26,2.83,9.402,9.713,10.082,63932.95,79459.12,115884.63,1.87
2017-11-03,9.3,9.43,9.2,9.11,60266.01,-0.1,-1.07,9.392,9.813,10.139,76365.48,89454.76,123355.18,1.67
2017-11-02,9.62,9.62,9.3,9.27,56773.45,-0.28,-2.92,9.546,9.909,10.208,82314.89,91396.09,137632.54,1.57
2017-11-01,9.48,9.65,9.58,9.45,67598.45,0.11,1.16,9.708,9.973,10.275,93537.3,97609.3,166799.74,1.87
2017-10-31,9.3,9.51,9.47,9.26,67486.5,0.06,0.64,9.852,10.04,10.359,92679.4,99780.75,186076.89,1.87
2017-10-30,9.97,9.97,9.41,9.21,129703.0,-0.56,-5.62,10.024,10.137,10.511,94985.3,102558.97,188044.98,5.41
2017-10-27,10.12,10.12,9.97,9.95,90013.03,-0.14,-1.39,10.234,10.233,10.672,102544.04,105516.54,197200.4,3.76
2017-10-26,10.14,10.22,10.11,10.09,112885.52,-0.19,-1.84,10.272,10.304,10.853,100477.3,107645.42,197191.03,4.71
2017-10-25,10.39,10.39,10.3,10.24,63308.93,-0.03,-0.29,10.238,10.357,11.056,101681.31,114819.57,194804.9,2.64
2017-10-24,10.44,10.44,10.33,10.25,79016.0,-0.13,-1.24,10.228,10.412,11.247,106882.11,142052.51,197475.86,3.3
2017-10-23,10.3,10.55,10.46,10.23,167496.73,0.3,2.95,10.25,10.451,11.434,110132.64,152310.14,201421.19,6.99
2017-10-20,9.94,10.17,10.16,9.86,79679.32,0.22,2.21,10.232,10.465,11.613,108489.04,157255.6,198424.47,3.33
2017-10-19,10.14,10.21,9.94,9.92,118905.56,-0.31,-3.02,10.336,10.506,11.852,114813.54,183869.0,202369.44,4.96
2017-10-18,10.44,10.52,10.25,10.23,89312.92,-0.19,-1.82,10.476,10.577,12.129,127957.84,235990.18,199906.71,3.73
2017-10-17,10.38,10.51,10.44,10.21,95268.65,0.07,0.68,10.596,10.678,12.408,177222.91,272373.02,198059.48,3.98
2017-10-16,10.72,10.72,10.37,10.33,159278.77,-0.31,-2.9,10.652,10.885,12.683,194487.65,273531.0,198840.39,6.65
2017-10-13,10.66,10.74,10.68,10.53,111301.81,0.04,0.38,10.698,11.11,12.98,206022.15,288884.25,195601.88,4.64
2017-10-12,10.85,10.85,10.64,10.57,184627.05,-0.21,-1.94,10.676,11.401,13.263,252924.45,286736.63,194367.81,7.7
2017-10-11,10.71,10.99,10.85,10.62,335638.28,0.13,1.21,10.678,11.754,13.537,344022.53,274790.22,188194.39,14.01
2017-10-10,10.66,10.74,10.72,10.51,181592.34,0.12,1.13,10.76,12.081,13.798,367523.13,252899.2,176384.22,7.58
2017-10-09,10.67,10.72,10.6,10.54,216951.27,0.03,0.28,11.118,12.416,14.062,352574.35,250532.23,172779.11,9.05
2017-09-29,10.68,10.83,10.57,10.46,345813.31,-0.08,-0.75,11.522,12.76,14.362,371746.35,239593.35,165444.58,14.43
2017-09-28,11.14,11.14,10.65,10.51,640117.44,-0.61,-5.42,12.126,13.197,14.689,320548.82,220869.88,152292.94,26.71
2017-09-27,12.52,12.58,11.26,11.26,453141.28,-1.25,-9.99,12.83,13.68,15.002,205557.92,163823.23,123512.66,18.91
2017-09-26,12.35,12.55,12.51,12.18,106848.46,-0.11,-0.87,13.402,14.138,15.296,138275.28,123745.95,104458.94,4.46
2017-09-25,13.66,13.71,12.62,12.23,312811.25,-0.97,-7.14,13.714,14.481,15.491,148490.11,124149.78,100944.28,13.05
2017-09-22,14.19,14.24,13.59,13.55,89825.67,-0.58,-4.09,13.998,14.85,15.683,107440.36,102319.51,88846.0,3.75
2017-09-21,14.13,14.27,14.17,14.01,65162.95,0.05,0.35,14.268,15.125,15.84,121190.95,101998.99,89460.21,2.72
2017-09-20,13.97,14.35,14.12,13.92,116728.05,0.05,0.35,14.53,15.32,15.975,122088.53,101598.56,89514.09,4.87
2017-09-19,14.03,14.25,14.07,13.6,157922.64,0.03,0.21,14.874,15.514,16.04,109216.62,99869.24,85590.78,6.59
2017-09-18,14.75,14.75,14.04,13.93,107562.47,-0.9,-6.02,15.248,15.707,16.112,99809.45,95025.98,80473.39,4.49
2017-09-15,15.43,15.59,14.94,14.12,158578.62,-0.54,-3.49,15.702,15.963,16.194,97198.67,91295.82,77461.26,6.62
2017-09-14,15.8,16.06,15.48,15.44,69650.88,-0.36,-2.27,15.982,16.181,16.226,82807.03,83715.99,72686.52,2.91
2017-09-13,15.88,15.96,15.84,15.76,52368.5,-0.1,-0.63,16.11,16.323,16.192,81108.59,83202.1,71297.77,2.19
2017-09-12,16.22,16.28,15.94,15.8,110886.8,-0.37,-2.27,16.154,16.453,16.123,90521.85,85171.92,70964.7,4.63
2017-09-11,16.37,16.37,16.31,15.95,94508.55,-0.03,-0.18,16.166,16.5,16.044,90242.5,77738.77,69422.31,3.94
2017-09-08,16.04,16.45,16.34,15.71,86620.4,0.22,1.36,16.224,16.515,15.931,85392.96,75372.49,68773.96,3.61
2017-09-07,16.12,16.22,16.12,15.8,61158.71,0.06,0.37,16.38,16.554,15.779,84624.95,76921.44,66624.03,2.55
2017-09-06,15.98,16.25,16.06,15.78,99434.79,0.06,0.38,16.536,16.63,15.638,85295.61,77429.62,65651.14,4.15
2017-09-05,16.43,16.67,16.0,15.59,109490.06,-0.6,-3.61,16.752,16.565,15.497,79822.0,71312.33,63766.3,4.57
2017-09-04,16.96,16.99,16.6,16.45,70260.85,-0.52,-3.04,16.834,16.517,15.352,65235.04,65920.81,60348.46,2.93
2017-09-01,16.69,17.25,17.12,16.37,82780.35,0.22,1.3,16.806,16.425,15.176,65352.02,63626.7,59991.99,3.45
2017-08-31,17.05,17.48,16.9,16.6,64511.99,-0.24,-1.4,16.728,16.271,14.937,69217.93,61657.06,58939.6,2.69
2017-08-30,16.46,17.3,17.14,16.28,72066.73,0.73,4.45,16.724,16.061,14.722,69563.64,59393.44,58084.81,3.01
2017-08-29,16.25,16.59,16.41,16.25,36555.3,-0.05,-0.3,16.378,15.793,14.512,62802.66,56757.48,59207.53,1.53
