date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,5.25,5.28,5.15,5.15,114527.81,-0.09,-1.72,5.364,5.333,5.337,174801.5,163589.64,218145.74,1.98
2018-04-16,5.38,5.38,5.24,5.2,142335.0,-0.19,-3.5,5.408,5.348,5.341,178913.88,167633.77,217418.12,2.47
2018-04-13,5.56,5.62,5.43,5.42,147914.66,-0.08,-1.45,5.412,5.345,5.348,171887.1,163815.57,215543.46,2.56
2018-04-12,5.52,5.63,5.51,5.45,236088.66,0.02,0.36,5.388,5.324,5.344,185966.96,166054.58,214629.68,4.09
2018-04-11,5.35,5.59,5.49,5.28,233141.36,0.12,2.23,5.344,5.29,5.345,167845.47,159275.54,214314.05,4.04
2018-04-10,5.25,5.48,5.37,5.23,135089.7,0.11,2.09,5.302,5.246,5.345,152377.79,151575.4,210786.18,2.34
2018-04-09,5.28,5.32,5.26,5.1,107201.13,-0.05,-0.94,5.288,5.204,5.347,156353.66,171653.53,211315.44,1.86
2018-04-04,5.35,5.47,5.31,5.3,218313.95,0.02,0.38,5.278,5.226,5.349,155744.03,196301.04,209579.23,3.78
2018-04-03,5.2,5.41,5.29,5.15,145481.2,0.01,0.19,5.26,5.267,5.347,146142.2,241485.56,203948.02,2.52
2018-04-02,5.29,5.32,5.28,5.19,155802.95,-0.02,-0.38,5.236,5.33,5.348,150705.6,270103.32,202145.8,2.7
2018-03-30,5.2,5.32,5.3,5.2,154969.05,0.09,1.73,5.19,5.34,5.348,150773.01,272701.84,198682.32,2.69
2018-03-29,5.18,5.27,5.21,5.16,104153.0,-0.01,-0.19,5.12,5.334,5.35,186953.41,267202.48,197231.7,1.8
2018-03-28,5.08,5.42,5.22,5.05,170304.8,0.05,0.97,5.174,5.351,5.357,236858.05,267271.36,202171.61,2.95
2018-03-27,5.09,5.26,5.17,5.05,168298.22,0.12,2.38,5.274,5.363,5.357,336828.93,263204.78,205273.75,2.92
2018-03-26,4.82,5.1,5.05,4.77,156140.0,0.1,2.02,5.424,5.399,5.355,389501.04,269352.55,199959.39,2.71
2018-03-23,5.34,5.35,4.95,4.93,335871.03,-0.53,-9.67,5.49,5.444,5.336,394630.67,269996.95,194187.6,5.82
2018-03-22,5.55,5.59,5.48,5.43,353676.19,-0.24,-4.2,5.548,5.49,5.324,347451.55,250977.35,181060.32,6.13
2018-03-21,6.1,6.28,5.72,5.72,670159.19,-0.2,-3.38,5.528,5.472,5.291,297684.66,222857.43,168147.36,11.61
2018-03-20,5.35,5.92,5.92,5.28,431658.81,0.54,10.04,5.452,5.427,5.26,189580.63,166410.48,139857.16,7.48
2018-03-19,5.41,5.49,5.38,5.29,181788.12,0.14,2.67,5.374,5.365,5.236,149204.06,134188.28,120192.72,3.15
2018-03-16,5.4,5.4,5.24,5.24,99975.42,-0.14,-2.6,5.398,5.356,5.24,145363.24,124662.8,114301.06,1.73
2018-03-15,5.31,5.45,5.38,5.31,104841.78,0.04,0.75,5.432,5.365,5.253,154503.15,127260.92,111901.47,1.82
2018-03-14,5.48,5.51,5.34,5.34,129639.0,-0.19,-3.44,5.416,5.363,5.26,148030.19,137071.86,110545.74,2.25
2018-03-13,5.49,5.72,5.53,5.44,229776.0,0.03,0.55,5.402,5.35,5.271,143240.34,147342.72,108785.7,3.98
2018-03-12,5.48,5.57,5.5,5.42,162584.0,0.09,1.66,5.356,5.311,5.269,119172.5,130566.23,100664.37,2.82
2018-03-09,5.29,5.41,5.41,5.27,145674.97,0.11,2.08,5.314,5.228,5.266,103962.36,118378.24,95414.89,2.52
2018-03-08,5.23,5.36,5.3,5.23,72477.0,0.03,0.57,5.298,5.157,5.267,100018.69,111143.29,91230.63,1.26
2018-03-07,5.34,5.37,5.27,5.21,105689.73,-0.03,-0.57,5.31,5.11,5.273,126113.53,113437.29,89572.4,1.83
2018-03-06,5.29,5.44,5.3,5.26,109436.79,0.01,0.19,5.298,5.092,5.283,151445.09,113303.83,87381.6,1.9
2018-03-05,5.33,5.35,5.29,5.2,86533.29,-0.04,-0.75,5.266,5.106,5.291,141959.97,106197.15,83936.19,1.5
2018-03-02,5.28,5.43,5.33,5.25,125956.66,-0.03,-0.56,5.142,5.124,5.3,132794.12,103939.33,83654.18,2.18
2018-03-01,5.11,5.47,5.36,5.09,202951.2,0.15,2.88,5.016,5.141,5.315,122267.88,96542.01,79655.45,3.52
