date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-10-25,14.14,14.45,14.39,13.96,70311.01,0.19,1.34,13.928,13.683,13.758,64955.35,59795.34,86593.12,1.51
2017-10-24,13.79,14.76,14.2,13.75,93810.64,0.4,2.9,13.67,13.67,13.669,58991.06,61496.8,84675.7,2.02
2017-10-23,13.63,14.09,13.8,13.61,49423.3,-0.08,-0.58,13.504,13.66,13.589,50389.13,60225.59,81378.76,1.06
2017-10-20,13.54,13.96,13.88,13.38,75755.63,0.51,3.81,13.368,13.726,13.533,52962.27,71154.44,80131.55,1.63
2017-10-19,13.1,13.49,13.37,13.0,35476.18,0.27,2.06,13.314,13.725,13.474,47983.72,71646.32,78953.55,0.76
2017-10-18,13.23,13.49,13.1,13.1,40489.53,-0.27,-2.02,13.438,13.808,13.462,54635.33,82462.63,80276.72,0.87
2017-10-17,12.98,13.99,13.37,12.98,50801.01,0.25,1.91,13.67,13.867,13.489,64002.55,89691.78,81260.76,1.09
2017-10-16,13.49,13.77,13.12,13.0,62289.0,-0.49,-3.6,13.816,13.911,13.495,70062.06,97056.29,82343.69,1.34
2017-10-13,13.71,13.83,13.61,13.57,50862.89,-0.38,-2.72,14.084,13.93,13.504,89346.61,101534.14,81187.12,1.09
2017-10-12,14.16,14.16,13.99,13.68,68734.22,-0.27,-1.89,14.136,13.96,13.482,95308.93,117312.46,80296.21,1.48
2017-10-11,14.0,14.53,14.26,13.79,87325.62,0.16,1.14,14.178,13.833,13.442,110289.92,113390.89,80145.34,1.88
2017-10-10,14.2,14.3,14.1,13.91,81098.57,-0.36,-2.49,14.064,13.668,13.407,115381.0,107854.59,80103.63,1.74
2017-10-09,14.0,14.8,14.46,13.6,158711.77,0.59,4.25,14.006,13.518,13.372,124050.52,102531.93,78641.41,3.41
2017-09-29,14.09,14.13,13.87,13.7,80674.46,-0.33,-2.32,13.776,13.339,13.327,113721.67,89108.67,74948.73,1.73
2017-09-28,13.55,14.3,14.2,13.29,143639.2,0.51,3.73,13.784,13.222,13.308,139315.99,86260.77,76291.85,3.09
2017-09-27,13.55,14.33,13.69,13.51,112781.01,-0.12,-0.87,13.488,13.115,13.253,116491.86,78090.8,72257.21,2.42
2017-09-26,13.22,13.96,13.81,13.22,124446.18,0.5,3.76,13.272,13.111,13.236,100328.17,72829.74,71413.85,2.67
2017-09-25,13.59,13.6,13.31,13.06,107067.52,-0.6,-4.31,13.03,13.078,13.189,81013.34,67631.08,67528.83,2.3
2017-09-22,12.7,13.99,13.91,12.7,208646.05,1.19,9.36,12.902,13.078,13.16,64495.66,60840.1,63920.91,4.48
2017-09-21,12.6,12.79,12.72,12.5,29518.52,0.11,0.87,12.66,13.003,13.096,33205.55,43279.96,55327.59,0.63
2017-09-20,12.6,12.73,12.61,12.49,31962.6,0.01,0.08,12.742,13.05,13.088,39689.75,46899.8,55230.51,0.69
2017-09-19,12.74,12.85,12.6,12.53,27872.01,-0.07,-0.55,12.95,13.145,13.087,45331.31,52352.68,56016.15,0.6
2017-09-18,12.7,12.93,12.67,12.53,24479.1,-0.03,-0.24,13.126,13.225,13.113,54248.82,54750.89,57503.11,0.53
2017-09-15,13.2,13.2,12.7,12.64,52195.52,-0.43,-3.27,13.254,13.314,13.152,57184.55,60788.8,60382.06,1.12
2017-09-14,13.54,13.72,13.13,13.1,61939.53,-0.52,-3.81,13.346,13.393,13.161,53354.36,66322.93,60053.56,1.33
2017-09-13,13.37,13.75,13.65,13.3,60170.39,0.17,1.26,13.358,13.39,13.142,54109.84,66423.61,59751.91,1.29
2017-09-12,13.33,13.72,13.48,13.2,72459.58,0.17,1.28,13.34,13.361,13.092,59374.05,69997.96,58853.18,1.56
