date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,7.95,7.98,7.45,7.39,76956.77,-0.36,-4.61,7.792,8.186,7.243,105773.04,125477.82,69218.6,2.08
2018-04-16,7.6,7.86,7.81,7.56,79127.7,0.12,1.56,7.972,8.151,7.183,143359.52,118009.74,66209.37,2.13
2018-04-13,7.92,8.07,7.69,7.69,89931.02,-0.18,-2.29,8.15,8.015,7.102,200304.58,111558.88,63084.01,2.42
2018-04-12,8.05,8.23,7.87,7.87,130135.32,-0.27,-3.32,8.502,7.885,7.024,190450.08,103697.63,60170.16,3.51
2018-04-11,8.21,8.36,8.14,8.02,152714.39,-0.21,-2.52,8.646,7.737,6.968,174427.56,92460.19,54325.59,4.12
2018-04-10,8.25,8.96,8.35,8.03,264889.19,-0.35,-4.02,8.58,7.553,6.896,145182.6,79440.56,47585.53,7.14
2018-04-09,9.79,9.87,8.7,8.7,363853.0,-0.75,-7.94,8.33,7.336,6.812,92659.96,53736.91,35633.91,9.81
2018-04-04,9.45,9.45,9.45,9.45,40658.49,0.86,10.01,7.88,7.076,6.722,22813.17,18359.18,19294.53,1.1
2018-04-03,8.59,8.59,8.59,8.59,50022.72,0.78,9.99,7.268,6.738,6.604,16945.18,15251.65,18157.56,1.35
2018-04-02,7.81,7.81,7.81,7.81,6489.6,0.71,10.0,6.828,6.486,6.528,10492.83,11360.34,17104.99,0.17
2018-03-30,7.1,7.1,7.1,7.1,2276.0,0.65,10.08,6.526,6.3,6.491,13698.51,12959.38,18579.8,0.06
2018-02-28,6.36,6.52,6.45,6.32,14619.04,0.06,0.94,6.342,6.215,6.497,14813.86,14409.0,21575.2,0.39
2018-02-27,6.37,6.46,6.39,6.33,11318.54,0.0,0.0,6.272,6.189,6.544,13905.19,14609.15,27210.31,0.31
2018-02-26,6.33,6.42,6.39,6.27,17760.97,0.09,1.43,6.208,6.163,6.596,13558.12,16642.68,29326.12,0.48
2018-02-23,6.25,6.47,6.3,6.14,22518.02,0.12,1.94,6.144,6.198,6.614,12227.85,16190.99,29539.45,0.61
2018-02-22,6.14,6.19,6.18,6.1,7852.73,0.08,1.31,6.074,6.239,6.627,12220.24,15730.51,28880.21,0.21
2018-02-14,6.09,6.1,6.1,6.01,10075.7,0.03,0.49,6.088,6.287,6.647,14004.14,17530.9,29068.21,0.27
2018-02-13,6.11,6.19,6.07,6.06,9583.2,0.0,0.0,6.106,6.367,6.673,15313.11,20229.89,29461.59,0.26
2018-02-12,6.05,6.13,6.07,5.96,11109.62,0.12,2.02,6.118,6.47,6.699,19727.24,21063.47,29459.56,0.3
