date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-03-10,9.2,9.39,9.17,9.15,36716.88,-0.02,-0.22,9.228,9.048,8.925,65911.17,50419.47,35447.78
2017-03-09,9.11,9.29,9.19,9.01,53295.48,0.12,1.32,9.196,9.004,8.906,63954.73,49096.38,35383.36
2017-03-08,9.22,9.25,9.07,9.01,72623.36,-0.25,-2.68,9.156,8.965,8.894,62723.57,45605.22,33725.02
2017-03-07,9.51,9.51,9.32,9.2,74603.68,-0.07,-0.74,9.118,8.94,8.887,54756.34,40734.19,32330.3
2017-03-06,9.01,9.42,9.39,9.01,92316.46,0.38,4.22,9.02,8.89,8.858,47852.09,35021.38,29657.11
2017-03-03,8.98,9.02,9.01,8.94,26934.66,0.02,0.22,8.868,8.833,8.819,34927.76,28014.65,25863.49
2017-03-02,8.87,9.03,8.99,8.87,47139.68,0.11,1.24,8.812,8.814,8.799,34238.03,27366.34,25391.55
2017-03-01,8.91,8.91,8.88,8.8,32787.23,0.05,0.57,8.774,8.794,8.78,28486.88,24237.89,23034.77
2017-02-28,8.63,8.93,8.83,8.63,40082.44,0.2,2.32,8.762,8.784,8.765,26712.04,22970.36,22018.01
2017-02-27,8.72,8.72,8.63,8.62,27694.8,-0.1,-1.15,8.76,8.783,8.749,22190.66,20570.47,20909.99
2017-02-24,8.8,8.8,8.73,8.71,23485.99,-0.07,-0.8,8.798,8.801,8.742,21101.53,20476.1,20858.75
2017-02-23,8.8,8.82,8.8,8.78,18383.95,-0.02,-0.23,8.816,8.807,8.72,20494.66,21670.35,20546.81
2017-02-22,8.8,8.83,8.82,8.79,23913.0,0.0,0.0,8.814,8.822,8.693,19988.89,21844.82,20438.14
2017-02-21,8.82,8.84,8.82,8.8,17475.55,0.0,0.0,8.806,8.833,8.663,19228.69,23926.41,20170.49
2017-02-20,8.9,8.9,8.82,8.8,22249.18,0.0,0.0,8.806,8.826,8.631,18950.29,24292.84,20616.59
2017-02-17,8.79,8.84,8.82,8.77,20451.63,0.03,0.34,8.804,8.804,8.598,19850.66,23712.33,22813.02
2017-02-16,8.8,8.83,8.79,8.76,15855.1,0.01,0.11,8.798,8.784,8.575,22846.04,23416.76,25490.65
2017-02-15,8.82,8.86,8.78,8.78,20112.0,-0.04,-0.45,8.83,8.765,8.576,23700.74,21831.65,25977.49
2017-02-14,8.85,8.85,8.82,8.79,16083.55,0.01,0.11,8.86,8.746,8.58,28624.12,21065.65,26004.47
2017-02-13,8.78,8.85,8.81,8.73,26751.0,0.02,0.23,8.846,8.714,8.584,29635.4,21249.5,26368.26
2017-02-10,8.93,8.95,8.79,8.78,35428.53,-0.16,-1.79,8.804,8.682,8.595,27574.0,21241.4,26506.45
2017-02-09,8.9,9.02,8.95,8.9,20128.64,0.02,0.22,8.77,8.633,8.605,23987.49,19423.27,26354.6
2017-02-08,8.75,9.1,8.93,8.7,44728.9,0.18,2.06,8.7,8.563,8.6,19962.56,19031.46,27747.7
2017-02-07,8.61,8.78,8.75,8.59,21139.91,0.15,1.74,8.632,8.492,8.599,13507.18,16414.57,28305.48
2017-02-06,8.62,8.64,8.6,8.53,16444.0,-0.02,-0.23,8.582,8.436,8.604,12863.6,16940.34,33395.86
2017-02-03,8.64,8.65,8.62,8.55,17496.0,0.03,0.35,8.56,8.392,8.632,14908.8,21913.72,36423.93
2017-02-02,8.6,8.6,8.6,8.6,4.0,0.01,0.12,8.496,8.366,8.67,14859.06,27564.53,38393.18
2017-01-26,8.51,8.61,8.59,8.51,12452.0,0.09,1.06,8.426,8.386,8.71,18100.36,30123.33,47559.32
2017-01-25,8.49,8.62,8.5,8.43,17922.0,0.01,0.12,8.352,8.414,8.775,19321.96,30943.29,52904.93
2017-01-24,8.32,8.65,8.49,8.28,26670.0,0.19,2.29,8.29,8.454,8.821,21017.08,31487.02,53242.28
2017-01-23,8.22,8.33,8.3,8.22,17247.28,0.05,0.61,8.224,8.507,8.866,28918.63,31771.5,54102.47
2017-01-20,8.16,8.3,8.25,8.13,16210.54,0.03,0.36,8.236,8.577,8.93,40270.0,33285.93,57601.26
2017-01-19,8.13,8.29,8.22,8.06,18560.0,0.03,0.37,8.346,8.636,8.987,42146.29,36463.94,58254.94
2017-01-18,8.14,8.29,8.19,8.05,26397.59,0.03,0.37,8.476,8.706,9.043,42564.61,40196.39,58685.14
2017-01-17,8.28,8.36,8.16,7.96,66177.74,-0.2,-2.39,8.618,8.772,9.096,41956.97,49851.39,59549.48
2017-01-16,8.68,8.74,8.36,8.36,74004.14,-0.44,-5.0,8.79,8.872,9.158,34624.36,50934.14,59873.36
2017-01-13,8.87,8.93,8.8,8.7,25592.0,-0.07,-0.79,8.918,8.973,9.197,26301.86,49221.84,57137.39
2017-01-12,8.9,8.92,8.87,8.82,20651.6,-0.03,-0.34,8.926,9.033,9.211,30781.59,64995.32,57770.36
2017-01-11,9.02,9.04,8.9,8.86,23359.35,-0.12,-1.33,8.936,9.135,9.223,37828.16,74866.57,57858.7
2017-01-10,9.01,9.07,9.02,8.98,29514.73,0.02,0.22,8.926,9.187,9.235,57745.81,74997.54,58393.28
2017-01-09,8.84,9.01,9.0,8.83,32391.64,0.16,1.81,8.954,9.225,9.235,67243.91,76433.44,59264.04
2017-01-06,8.9,9.0,8.84,8.8,47990.62,-0.08,-0.9,9.028,9.282,9.25,72141.81,81916.59,58883.77
2017-01-05,8.89,9.11,8.92,8.79,55884.45,0.07,0.79,9.14,9.338,9.273,99209.04,80045.95,57877.04
2017-01-04,9.17,9.18,8.85,8.7,122947.6,-0.31,-3.38,9.334,9.379,9.294,111904.97,77173.89,56955.4
2017-01-03,9.33,9.36,9.16,9.16,77005.25,-0.21,-2.24,9.448,9.419,9.312,92249.27,69247.56,51825.04
2016-12-30,9.29,9.48,9.37,9.25,56881.12,-0.03,-0.32,9.496,9.444,9.313,85622.97,68812.59,50258.02
2016-12-29,9.8,9.96,9.4,9.4,183326.8,-0.49,-4.95,9.536,9.42,9.299,91691.38,65052.94,48754.23
