date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,15.92,16.28,15.3,15.28,73269.1,-0.62,-3.89,16.672,17.225,17.234,84500.93,106345.69,138362.03,1.9
2018-04-16,17.35,17.35,15.92,15.87,136066.45,-1.71,-9.7,17.136,17.656,17.243,90121.52,119919.79,138654.2,3.52
2018-04-13,17.23,17.66,17.63,17.23,89598.26,0.43,2.5,17.362,18.053,17.209,81318.52,135109.68,136301.67,2.32
2018-04-12,17.29,17.53,17.2,17.08,52466.77,-0.11,-0.64,17.336,18.151,17.065,87096.79,156354.82,134653.51,1.36
2018-04-11,17.63,17.8,17.31,17.22,71104.06,-0.31,-1.76,17.538,18.206,16.928,100325.36,169777.61,134647.53,1.84
2018-04-10,17.2,17.62,17.62,16.75,101372.04,0.57,3.34,17.778,18.292,16.77,128190.45,196434.13,132898.26,2.62
2018-04-09,17.06,17.35,17.05,16.65,92051.49,-0.45,-2.57,18.176,18.222,16.598,149718.07,198310.55,130937.07,2.38
2018-04-04,18.36,18.78,17.5,17.37,118489.59,-0.71,-3.9,18.744,18.055,16.447,188900.83,195432.65,129231.4,3.07
2018-04-03,18.05,18.29,18.21,17.85,118609.63,-0.3,-1.62,18.966,17.825,16.25,225612.84,189095.54,125451.89,3.07
2018-04-02,19.61,19.61,18.51,18.29,210429.48,-1.1,-5.61,18.874,17.543,16.032,239229.86,183404.09,122185.24,5.45
2018-03-30,19.56,20.43,19.61,19.3,209010.14,-0.28,-1.41,18.806,17.242,15.787,264677.82,170378.37,114058.48,5.41
2018-03-29,18.03,20.47,19.89,17.42,287965.31,1.28,6.88,18.268,16.83,15.475,246903.04,157388.62,105197.81,7.45
2018-03-21,17.39,19.38,18.61,17.38,302049.66,0.86,4.84,17.366,16.365,15.132,201964.47,137493.66,92279.68,7.82
2018-03-20,17.1,17.9,17.75,17.01,186694.69,-0.42,-2.31,16.684,15.978,14.843,152578.24,112952.2,77962.35,4.83
2018-03-19,17.4,18.61,18.17,17.39,337669.28,1.25,7.39,16.212,15.65,14.6,127578.33,99517.45,69896.54,8.74
2018-03-16,15.46,16.92,16.92,15.31,120136.26,1.54,10.01,15.678,15.247,14.333,76078.92,69362.39,54349.56,3.11
2018-03-15,14.87,15.45,15.38,14.75,63272.46,0.18,1.18,15.392,14.974,14.112,67874.19,63563.58,50418.31,1.64
2018-03-14,15.34,15.35,15.2,14.95,55118.53,-0.19,-1.24,15.364,14.839,14.003,73022.85,63030.14,48551.54,1.43
2018-03-13,15.45,15.67,15.39,15.32,61695.14,-0.11,-0.71,15.272,14.674,13.882,73326.15,61808.23,47183.12,1.6
2018-03-12,15.85,15.95,15.5,15.31,80172.19,0.01,0.07,15.088,14.52,13.748,71456.57,60966.39,45599.81,2.07
2018-03-09,15.27,15.58,15.49,15.05,79112.64,0.25,1.64,14.816,14.332,13.648,62645.87,57738.6,42834.51,2.05
2018-03-08,14.75,15.46,15.24,14.64,89015.74,0.5,3.39,14.556,14.12,13.536,59252.97,53007.01,40443.81,2.3
2018-03-07,14.47,14.87,14.74,14.36,56635.03,0.27,1.87,14.314,13.899,13.445,53037.44,47065.7,37800.86,1.47
