date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,42.71,43.29,39.57,39.55,41175.99,-2.96,-6.96,43.394,42.101,40.738,50138.67,35903.28,28037.21,12.25
2018-04-16,44.01,44.77,42.53,41.42,54955.1,-2.69,-5.95,43.242,42.225,40.734,47468.63,34239.15,26844.12,16.35
2018-04-13,51.66,51.66,45.22,45.0,100006.95,-1.74,-3.71,43.036,41.878,40.632,40167.34,30534.54,25452.95,29.75
2018-04-12,46.96,46.96,46.96,46.96,21090.0,4.27,10.0,42.168,41.251,40.436,23523.08,22554.16,22141.1,6.27
2018-04-11,39.01,42.69,42.69,39.0,33465.29,3.88,10.0,41.062,40.431,40.287,22602.2,22719.62,23039.89,9.95
2018-04-10,40.3,40.86,38.81,37.8,27825.79,-2.69,-6.48,40.808,39.87,40.298,21667.9,21326.26,23036.03,8.28
2018-04-09,40.06,41.89,41.5,39.65,18448.65,0.62,1.52,41.208,39.652,40.506,21009.67,21082.64,23612.87,5.49
2018-04-04,41.7,42.42,40.88,40.75,16785.65,-0.55,-1.33,40.72,39.572,40.54,20901.74,20834.92,24247.41,4.99
2018-04-03,40.11,41.48,41.43,40.11,16485.63,0.01,0.02,40.334,39.51,40.584,21585.24,21082.01,25188.14,4.9
2018-04-02,41.36,42.46,41.42,40.5,28793.79,0.61,1.5,39.8,39.482,40.559,22837.04,21166.86,26123.26,8.57
2018-03-30,39.44,40.9,40.81,39.32,24534.65,1.75,4.48,38.932,39.375,40.608,20984.61,20171.13,26962.37,7.3
2018-03-29,38.82,40.14,39.06,38.5,17909.0,0.11,0.28,38.096,39.243,40.657,21155.61,19449.1,26115.74,5.33
2018-03-28,37.61,39.84,38.95,37.61,20203.14,0.19,0.49,38.424,39.386,40.604,20768.1,20371.36,26809.75,6.01
2018-03-27,37.32,39.47,38.76,37.1,22744.64,1.68,4.53,38.686,39.621,40.445,20578.78,21728.04,27150.63,6.77
2018-03-26,35.5,37.22,37.08,34.0,19531.64,0.45,1.23,39.164,40.143,40.312,19496.68,23360.16,27526.04,5.81
2018-03-23,38.22,38.44,36.63,36.63,25389.64,-4.07,-10.0,39.818,40.726,40.205,19357.65,24745.81,27681.73,7.55
2018-03-22,40.47,41.58,40.7,40.06,15971.43,0.44,1.09,40.39,41.36,40.056,17742.58,26143.1,27093.85,4.75
2018-03-21,41.2,42.15,40.26,40.26,19256.53,-0.89,-2.16,40.348,41.507,39.702,19974.62,27659.89,27224.74,5.73
2018-03-20,40.03,41.25,41.15,39.27,17334.17,0.8,1.98,40.556,41.657,39.309,22877.3,29294.26,26843.84,5.16
2018-03-19,40.01,41.38,40.35,40.01,18836.5,0.86,2.18,41.122,41.636,38.877,27223.64,31079.66,26890.55,5.6
2018-03-16,40.52,40.98,39.49,39.4,17314.28,-1.0,-2.47,41.634,41.841,38.514,30133.97,33753.6,26916.48,5.15
2018-03-15,40.59,41.59,40.49,38.5,27131.64,-0.81,-1.96,42.33,42.071,38.144,34543.63,32782.38,27130.74,8.07
2018-03-14,43.26,43.59,41.3,41.13,33769.89,-2.68,-6.09,42.666,41.821,37.812,35345.15,33248.14,26974.92,10.05
2018-03-13,43.15,44.99,43.98,42.8,39065.89,1.07,2.49,42.758,41.269,37.446,35711.23,32573.23,27075.94,11.62
2018-03-12,43.16,44.48,42.91,42.42,33388.14,-0.06,-0.14,42.15,40.48,36.905,34935.68,31691.92,26399.91,9.93
2018-03-09,41.82,43.79,42.97,41.56,39362.57,0.8,1.9,42.048,39.683,36.602,37373.24,30617.65,25984.35,11.71
2018-03-08,41.18,42.38,42.17,40.67,31139.28,0.41,0.98,41.812,38.752,36.359,31021.13,28044.6,25758.97,9.26
2018-03-07,40.94,42.57,41.76,40.53,35600.28,0.82,2.0,40.976,37.897,36.261,31151.13,26789.6,26242.82,10.59
