date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,4.67,5.14,5.14,4.6,322452.62,0.47,10.06,4.9,4.828,4.69,139390.15,102741.99,69806.8,10.53
2018-04-16,4.85,4.97,4.67,4.65,151756.97,-0.12,-2.5,4.844,4.773,4.656,89440.71,74800.26,55276.47,4.95
2018-04-12,4.92,4.97,4.79,4.78,62329.98,-0.13,-2.64,4.88,4.763,4.647,74842.4,63376.88,49159.33,2.03
2018-04-11,5.03,5.04,4.92,4.91,74510.08,-0.06,-1.21,4.864,4.741,4.632,71423.6,60369.59,47747.45,2.43
2018-04-10,4.85,4.99,4.98,4.85,85901.11,0.12,2.47,4.826,4.694,4.609,71817.19,56663.58,46287.3,2.8
2018-04-09,4.83,4.93,4.86,4.8,72705.43,0.01,0.21,4.756,4.633,4.582,66093.83,52853.37,43388.82,2.37
2018-04-04,4.76,4.93,4.85,4.74,78765.39,0.14,2.97,4.702,4.607,4.559,60159.81,47839.82,42262.31,2.57
2018-04-03,4.64,4.77,4.71,4.62,45236.0,-0.02,-0.42,4.646,4.582,4.538,51911.36,43502.7,39309.68,1.48
2018-04-02,4.63,4.85,4.73,4.58,76478.02,0.1,2.16,4.618,4.575,4.526,49315.58,42880.12,38109.28,2.5
2018-03-30,4.7,4.76,4.63,4.61,57284.3,0.04,0.87,4.562,4.562,4.512,41509.97,39398.76,35509.98,1.87
2018-03-29,4.58,4.61,4.59,4.54,43035.32,0.02,0.44,4.51,4.551,4.502,39612.91,36871.62,34523.04,1.4
2018-03-28,4.6,4.6,4.57,4.5,37523.14,0.0,0.0,4.512,4.539,4.496,35519.83,35752.69,34071.15,1.22
2018-03-27,4.44,4.62,4.57,4.44,32257.1,0.12,2.7,4.518,4.531,4.486,35094.03,34941.78,33500.74,1.05
2018-03-26,4.3,4.46,4.45,4.18,37450.0,0.08,1.83,4.532,4.523,4.471,36444.65,35125.3,32637.94,1.22
2018-03-23,4.54,4.55,4.37,4.37,47799.0,-0.23,-5.0,4.562,4.524,4.465,37287.56,35911.02,31812.34,1.56
2018-03-22,4.58,4.66,4.6,4.58,22569.9,0.0,0.0,4.592,4.531,4.458,34130.32,33924.27,30117.29,0.74
