date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,31.97,32.44,31.08,30.8,55965.6,-0.87,-2.72,32.97,32.99,30.048,103177.46,123706.36,88754.65,10.61
2018-04-16,32.2,32.43,31.95,31.41,58806.14,-0.86,-2.62,34.322,32.752,29.732,132642.23,125957.9,86744.0,11.14
2018-04-13,33.63,34.3,32.81,32.8,76578.71,-0.58,-1.74,34.812,32.377,29.364,163173.1,124743.21,85205.16,14.51
2018-04-12,35.03,35.48,33.39,32.8,136791.48,-2.23,-6.26,34.954,31.884,29.012,181044.11,123080.94,82289.27,25.92
2018-04-11,37.5,37.8,35.62,35.01,187745.36,-2.22,-5.87,34.37,31.371,28.653,171700.15,118400.52,76401.27,35.58
2018-04-10,33.15,37.84,37.84,32.8,203289.48,3.44,10.0,33.01,30.554,28.201,144235.27,105982.61,68368.36,38.53
2018-04-09,34.44,36.78,34.4,31.85,211460.48,0.88,2.62,31.182,29.356,27.631,119273.57,91073.61,59786.71,40.07
2018-04-04,33.0,33.52,33.52,32.11,165933.73,3.05,10.01,29.942,28.543,27.23,86313.32,72437.17,51636.13,31.45
2018-04-03,28.37,30.5,30.47,28.02,90071.68,1.65,5.72,28.814,27.808,26.802,65117.78,59979.22,44358.48,17.07
2018-04-02,28.77,29.47,28.82,28.55,50420.97,0.12,0.42,28.372,27.452,26.543,65100.89,57214.32,41125.68,9.56
2018-03-30,28.96,30.15,28.7,28.5,78481.0,0.5,1.77,28.098,27.105,26.345,67729.96,53802.93,39399.1,14.87
2018-03-29,27.99,28.86,28.2,27.91,46659.22,0.32,1.15,27.53,26.711,26.125,62873.65,47530.09,36219.82,8.84
2018-03-28,27.7,28.75,27.88,27.55,59956.02,-0.38,-1.34,27.144,26.351,25.952,58561.02,45667.11,34638.14,11.36
2018-03-27,27.75,28.96,28.26,27.4,89987.25,0.81,2.95,26.802,26.139,25.79,54840.67,41497.59,32250.83,17.05
2018-03-26,24.97,27.48,27.45,23.8,63566.3,1.59,6.15,26.532,25.934,25.611,49327.74,34402.01,28615.77,12.05
2018-03-23,25.44,26.98,25.86,25.08,54199.44,-0.41,-1.56,26.112,25.847,25.485,39875.9,30754.1,26422.08,10.27
2018-03-22,26.17,26.57,26.27,26.07,25096.09,0.1,0.38,25.892,25.906,25.402,32186.53,28499.8,24270.79,4.76
2018-03-21,26.85,27.01,26.17,26.12,41354.26,-0.74,-2.75,25.558,25.917,25.292,32773.2,30835.09,23624.41,7.84
2018-03-20,25.21,27.77,26.91,25.15,62422.61,1.56,6.15,25.476,25.795,25.168,28154.51,28737.73,21886.19,11.83
2018-03-19,24.65,25.52,25.35,24.59,16307.12,0.59,2.38,25.336,25.634,24.998,19476.28,25037.05,19425.24,3.09
2018-03-16,24.61,25.16,24.76,24.6,15752.59,0.16,0.65,25.582,25.584,24.912,21632.3,24995.27,19350.15,2.99
2018-03-15,25.62,25.62,24.6,24.01,28029.4,-1.16,-4.5,25.92,25.538,24.821,24813.07,24909.54,19441.98,5.31
2018-03-14,26.25,26.4,25.76,25.71,18260.83,-0.45,-1.72,26.276,25.553,24.782,28896.98,23609.16,18846.58,3.46
2018-03-13,26.54,26.57,26.21,26.04,19031.48,-0.37,-1.39,26.114,25.44,24.666,29320.96,23004.06,19048.17,3.61
2018-03-12,26.41,26.95,26.58,26.38,27087.22,0.13,0.49,25.932,25.287,24.507,30597.82,22829.53,19437.85,5.13
2018-03-09,26.17,26.55,26.45,26.06,31656.42,0.07,0.27,25.586,25.122,24.454,28358.24,22090.06,18678.59,6.0
2018-03-08,24.89,27.39,26.38,24.8,48448.93,1.43,5.73,25.156,24.898,24.44,25006.01,20041.79,17953.6,9.18
2018-03-07,25.34,25.76,24.95,24.89,20380.74,-0.35,-1.38,24.83,24.667,24.435,18321.35,16413.72,16760.45,3.86
2018-03-06,24.88,25.54,25.3,24.75,25415.8,0.45,1.81,24.766,24.54,24.569,16687.17,15034.65,17212.05,4.82
2018-03-05,24.32,24.9,24.85,24.32,15889.33,0.55,2.26,24.642,24.361,24.766,15061.25,13813.42,17486.64,3.01
2018-03-02,24.66,24.8,24.3,24.26,14895.25,-0.45,-1.82,24.658,24.24,24.942,15821.88,13705.03,17860.6,2.82
2018-03-01,24.74,24.83,24.75,24.48,15025.65,0.12,0.49,24.64,24.104,25.138,15077.56,13974.43,18354.76,2.85
2018-02-28,24.42,24.79,24.63,24.28,12209.8,-0.05,-0.2,24.504,24.011,25.335,14506.1,14083.99,19059.7,2.31
2018-02-27,24.93,24.97,24.68,24.58,17286.2,-0.25,-1.0,24.314,23.892,25.562,13382.14,15092.27,19720.03,3.28
2018-02-26,24.44,25.08,24.93,24.38,19692.52,0.72,2.97,24.08,23.727,25.77,12565.6,16046.16,20087.71,3.73
