date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,47.5,47.65,44.47,43.1,39199.51,-2.64,-5.6,48.856,49.885,49.971,53658.79,58649.34,70566.47,12.62
2018-04-16,47.85,48.42,47.11,46.23,39209.5,-1.89,-3.86,50.546,50.418,50.359,65128.61,61956.93,73839.18,12.63
2018-04-13,51.3,52.46,49.0,49.0,48966.7,-1.3,-2.58,51.316,50.499,50.495,67972.91,63246.11,76084.2,15.77
2018-04-12,52.02,53.88,50.3,49.3,59316.51,-3.1,-5.8,51.368,50.517,50.62,68426.17,66320.16,77576.36,19.1
2018-04-11,53.0,54.99,53.4,51.5,81601.73,0.48,0.91,51.622,50.555,50.745,67618.25,69763.59,80345.31,26.28
2018-04-10,48.96,55.8,52.92,48.7,96548.63,1.96,3.85,50.914,49.962,50.753,63639.9,68427.14,81339.39,31.09
2018-04-09,48.38,51.72,50.96,48.01,53430.99,1.7,3.45,50.29,49.161,50.787,58785.24,65755.48,83497.15,17.21
2018-04-04,52.5,52.5,49.26,48.71,51232.99,-2.31,-4.48,49.682,49.055,50.892,58519.3,67004.07,85127.19,16.5
2018-04-03,49.6,51.59,51.57,46.4,55276.9,1.71,3.43,49.666,49.178,50.841,64214.15,71994.29,87641.27,17.8
2018-04-02,49.55,51.51,49.86,49.31,61709.99,0.06,0.12,49.488,49.296,50.455,71908.92,77417.88,90665.23,19.87
2018-03-30,49.49,51.66,49.8,49.49,72275.33,1.88,3.92,49.01,50.056,49.955,73214.39,82483.59,90173.31,23.28
2018-03-29,49.33,49.97,47.92,47.5,52101.3,-1.26,-2.56,48.032,50.3,49.277,72725.72,85721.43,88988.95,16.78
2018-03-28,49.0,50.9,49.18,47.6,79707.25,-1.5,-2.96,48.428,50.49,48.839,75488.83,88922.3,89245.36,25.67
2018-03-27,48.0,52.22,50.68,48.0,93750.75,3.21,6.76,48.69,50.722,48.298,79774.43,88832.55,87903.89,30.19
2018-03-26,43.79,47.87,47.47,43.79,68237.3,2.56,5.7,49.104,50.934,47.739,82926.84,90927.02,86930.46,21.98
