date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-04-17,44.42,44.8,40.27,40.01,27000.2,-3.72,-8.46,44.126,43.986,43.719,41665.14,35124.81,38946.27,17.1
2018-04-16,44.11,44.79,43.99,43.4,25508.03,-1.61,-3.53,44.578,44.616,43.844,41056.35,37496.45,39098.73,16.16
2018-04-13,43.32,46.48,45.6,43.32,40153.9,1.61,3.66,44.39,44.486,43.774,40491.78,38223.54,40310.28,25.43
2018-04-12,47.85,47.85,43.99,43.3,54342.8,-2.79,-5.96,43.88,44.316,43.844,38161.07,38799.93,40136.2,34.42
2018-04-11,44.55,46.78,46.78,44.0,61320.79,4.25,9.99,44.022,44.192,43.967,32270.37,37482.11,39999.75,38.84
2018-04-10,42.64,43.99,42.53,41.48,23956.21,-0.52,-1.21,43.846,43.608,44.095,28584.48,35171.59,40527.0,15.17
2018-04-09,41.25,43.18,43.05,40.68,22685.22,0.0,0.0,44.654,43.359,44.393,33936.55,35993.37,43775.51,14.37
2018-04-04,44.3,45.17,43.05,42.45,28500.33,-1.65,-3.69,44.582,43.503,44.533,35955.29,37862.23,47021.41,18.05
2018-04-03,44.0,45.35,44.7,43.69,24889.32,-1.2,-2.61,44.752,43.486,44.547,39438.8,39425.32,47840.26,15.77
2018-04-02,46.05,46.36,45.9,44.66,42891.31,-0.67,-1.44,44.362,43.468,44.281,42693.85,41381.42,46831.55,27.17
2018-03-30,42.77,46.66,46.57,42.77,50716.59,3.88,9.09,43.37,43.451,43.776,41758.7,42767.73,45328.03,32.13
2018-03-29,43.07,44.98,42.69,42.05,32778.89,-1.21,-2.76,42.064,43.071,43.205,38050.18,40701.0,43288.0,20.76
2018-03-28,41.91,44.5,43.9,41.02,45917.88,1.15,2.69,42.424,43.062,42.821,39769.17,42397.02,42188.51,29.09
2018-03-27,40.8,43.54,42.75,40.8,41164.58,1.81,4.42,42.22,43.371,42.309,39411.84,41472.46,40692.41,26.07
2018-03-26,38.42,41.1,40.94,37.17,38215.57,0.9,2.25,42.574,43.742,41.914,40068.99,42517.39,39138.08,24.21
2018-03-23,40.8,42.45,40.04,40.04,32174.0,-4.45,-10.0,43.532,44.581,41.632,43776.75,45882.41,37568.9,20.38
2018-03-22,43.55,45.96,44.49,43.55,41373.83,1.61,3.75,44.078,45.427,41.336,43351.82,51557.66,36182.85,26.21
