date,open,close,high,low,volume
2015-06-12,20.467,24.558000000000003,24.558000000000003,20.467,41.0
2015-06-15,27.013,27.013,27.013,27.013,11.0
2015-06-16,29.714000000000002,29.714000000000002,29.714000000000002,29.714000000000002,27.0
2015-06-17,32.686,32.686,32.686,32.686,88.0
2015-06-18,35.955,35.955,35.955,35.955,64.0
2015-06-19,39.548,39.548,39.548,39.548,487.0
2015-06-23,43.50100000000001,43.50100000000001,43.50100000000001,43.50100000000001,227.0
2015-06-24,47.854,47.854,47.854,47.854,62.0
2015-06-25,52.64,52.64,52.64,52.64,409.0
2015-06-26,57.905,57.905,57.905,47.81399999999999,80965.0
2015-06-29,52.113,52.113,53.73,52.113,8445.0
2015-06-30,46.903,46.903,50.526,46.903,47223.0
2015-07-01,48.298,47.721000000000004,51.56100000000001,46.903,37073.0
2015-07-02,42.968999999999994,42.949,45.843,42.949,24100.0
2015-07-03,39.928000000000004,38.656,43.772,38.656,19500.0
2015-07-06,42.52,35.29400000000001,42.52,34.791,25210.0
2015-07-07,33.766,31.765,34.012,31.765,9520.0
2015-07-08,28.59,28.59,30.725,28.59,28037.0
2015-07-09,28.59,31.449,31.449,28.59,14683.0
2015-07-10,34.594,34.594,34.594,34.594,1098.0
2015-07-13,38.054,38.054,38.054,38.054,549.0
2015-07-14,41.86,41.86,41.86,40.494,28453.0
2015-07-15,39.928000000000004,37.675,41.993,37.675,27157.0
2015-07-16,34.939,38.286,39.829,34.604,21540.0
2015-07-17,38.163000000000004,40.43,41.347,37.527,24590.0
2015-07-20,39.928000000000004,39.671,41.208999999999996,38.942,19469.0
2015-07-21,38.942,40.84,41.332,38.449,14153.0
2015-07-22,40.361,40.864000000000004,41.40600000000001,39.681,13713.0
2015-07-23,40.913000000000004,44.951,44.951,40.025999999999996,22624.0
2015-07-24,45.64100000000001,43.565,47.81399999999999,42.885,33005.0
2015-07-27,41.898999999999994,39.208,44.798,39.208,18591.0
2015-07-28,36.975,36.585,39.676,35.289,20591.0
2015-07-29,37.852,40.243,40.243,35.097,18525.0
2015-07-30,39.256,39.098,43.177,38.671,21457.0
2015-07-31,38.166,40.371,41.635,37.254,20366.0
2015-08-03,39.628,41.486999999999995,41.486999999999995,38.181,19601.0
