,date,open,close,high,low,volume,code
0,2017-11-13,22.05,22.05,22.05,22.05,330.0,603278
1,2017-11-14,24.26,24.26,24.26,24.26,46.0,603278
2,2017-11-15,26.69,26.69,26.69,26.69,58.0,603278
3,2017-11-16,29.36,29.36,29.36,29.36,272.0,603278
4,2017-11-17,32.3,32.3,32.3,32.3,2289.0,603278
5,2017-11-20,32.38,33.52,34.99,30.18,252592.0,603278
6,2017-11-21,31.0,30.93,32.88,30.17,203497.0,603278
7,2017-11-22,29.76,28.87,30.18,28.13,145633.0,603278
8,2017-11-23,28.0,28.02,29.49,27.88,104854.0,603278
9,2017-11-24,27.83,26.44,28.2,26.31,104593.0,603278
10,2017-11-27,26.15,26.2,26.98,25.26,74896.0,603278
11,2017-11-28,26.02,26.33,26.68,26.01,58307.0,603278
12,2017-11-29,26.01,25.63,26.35,24.81,86891.0,603278
13,2017-11-30,25.69,25.94,26.29,25.49,72329.0,603278
14,2017-12-01,26.1,25.57,26.1,25.33,53050.0,603278
15,2017-12-04,25.25,23.32,25.25,23.15,86814.0,603278
16,2017-12-05,23.3,22.74,23.76,22.4,56120.0,603278
17,2017-12-06,22.85,23.42,23.48,22.63,54937.0,603278
18,2017-12-07,23.23,22.89,23.41,22.87,42341.0,603278
19,2017-12-08,22.69,23.32,23.78,22.67,55279.0,603278
20,2017-12-11,23.13,23.35,23.5,23.13,35815.0,603278
21,2017-12-12,23.26,22.42,23.3,22.34,54601.0,603278
22,2017-12-13,22.32,22.48,22.54,22.3,27442.0,603278
23,2017-12-14,22.49,23.46,24.5,22.18,76278.0,603278
24,2017-12-15,23.28,23.01,23.35,21.22,45495.0,603278
25,2017-12-18,23.0,22.68,23.2,22.24,34969.0,603278
26,2017-12-19,22.75,23.1,23.28,22.6,38988.0,603278
27,2017-12-20,22.95,22.45,23.1,22.39,29270.0,603278
28,2017-12-21,22.45,21.99,22.52,21.68,37398.0,603278
29,2017-12-22,22.03,22.04,22.4,21.93,27420.0,603278
30,2017-12-25,22.1,21.81,22.1,21.23,39517.0,603278
31,2017-12-26,21.89,23.04,23.16,21.64,75459.0,603278
32,2017-12-27,22.88,23.09,23.98,22.69,83726.0,603278
33,2017-12-28,22.84,23.69,23.87,22.51,87221.0,603278
34,2017-12-29,23.72,23.09,23.8,23.0,51312.0,603278
35,2018-01-02,23.07,23.1,23.3,23.02,33797.0,603278
36,2018-01-03,23.0,22.5,23.02,22.25,52539.0,603278
37,2018-01-04,22.5,22.3,22.69,22.23,30612.0,603278
38,2018-01-05,22.23,22.51,22.67,22.23,31792.0,603278
39,2018-01-08,22.37,24.19,24.49,22.36,105667.0,603278
40,2018-01-09,23.77,24.0,24.67,23.71,107424.0,603278
41,2018-01-10,24.3,23.5,24.3,23.21,62485.0,603278
42,2018-01-11,23.39,23.7,23.98,22.96,63508.0,603278
43,2018-01-12,23.48,24.38,24.99,23.17,88622.0,603278
44,2018-01-15,24.02,24.31,24.91,23.7,92511.0,603278
45,2018-01-16,24.03,24.95,25.32,24.03,91946.0,603278
46,2018-01-17,24.54,25.25,25.76,24.51,99391.0,603278
47,2018-01-18,25.05,24.55,25.5,24.31,69261.0,603278
48,2018-01-19,24.54,23.86,24.75,23.81,57272.0,603278
49,2018-01-22,23.7,23.38,23.95,23.0,45972.0,603278
50,2018-01-23,23.24,23.57,23.63,23.21,30553.0,603278
51,2018-01-24,23.5,23.68,23.73,23.31,35574.0,603278
52,2018-01-25,23.57,23.29,23.87,23.22,37437.0,603278
53,2018-01-26,23.07,22.37,23.23,22.32,53897.0,603278
54,2018-01-29,22.37,22.63,22.78,22.22,32872.0,603278
55,2018-01-30,22.6,22.48,22.77,22.37,20939.0,603278
56,2018-01-31,22.45,21.55,22.46,21.23,37395.0,603278
57,2018-02-01,21.48,19.77,21.7,19.58,49424.0,603278
58,2018-02-02,19.75,19.33,19.78,18.75,31724.0,603278
59,2018-02-05,19.0,19.12,19.5,18.8,20403.0,603278
60,2018-02-06,18.4,17.22,18.93,17.21,39953.0,603278
61,2018-02-07,17.6,17.56,17.92,16.9,30763.0,603278
62,2018-02-08,17.58,17.72,17.88,17.45,23649.0,603278
63,2018-02-09,17.15,16.76,17.2,16.56,29878.0,603278
64,2018-02-12,17.29,17.23,17.42,17.01,22311.0,603278
65,2018-02-13,17.19,16.94,17.43,16.92,21950.0,603278
66,2018-02-14,17.03,17.06,17.16,16.98,12964.0,603278
67,2018-02-22,17.17,17.36,17.44,17.11,16596.0,603278
68,2018-02-23,17.45,17.87,18.16,17.38,27752.0,603278
69,2018-02-26,18.08,18.25,18.3,17.91,27643.0,603278
70,2018-02-27,18.16,17.94,18.29,17.86,24307.0,603278
71,2018-02-28,17.83,17.72,17.9,17.51,20264.0,603278
72,2018-03-01,17.64,17.89,17.94,17.48,18649.0,603278
73,2018-03-02,17.7,17.67,18.0,17.62,17783.0,603278
74,2018-03-05,17.8,18.1,18.18,17.68,22573.0,603278
75,2018-03-06,18.1,18.27,18.31,17.94,28099.0,603278
76,2018-03-07,18.27,18.07,18.38,18.01,21560.0,603278
77,2018-03-08,18.11,18.48,18.6,18.03,30467.0,603278
78,2018-03-09,18.55,18.57,18.65,18.26,31918.0,603278
79,2018-03-12,18.68,18.76,18.92,18.59,36929.0,603278
80,2018-03-13,18.65,18.36,18.81,18.31,27976.0,603278
81,2018-03-14,18.38,18.42,18.67,18.32,21936.0,603278
82,2018-03-15,18.3,17.52,18.3,17.32,35162.0,603278
83,2018-03-16,17.6,18.0,18.09,17.46,23477.0,603278
84,2018-03-19,18.06,19.8,19.8,17.86,73626.0,603278
85,2018-03-20,19.53,19.35,20.0,19.12,71565.0,603278
86,2018-03-21,19.21,19.39,19.98,19.02,63463.0,603278
87,2018-03-22,19.18,19.2,19.51,18.92,34907.0,603278
88,2018-03-23,18.2,17.28,18.58,17.28,47981.0,603278
89,2018-03-26,16.76,17.35,17.39,16.12,28066.0,603278
90,2018-03-27,17.5,17.71,17.97,17.42,27012.0,603278
91,2018-03-28,17.4,18.02,18.36,17.15,40679.0,603278
92,2018-03-29,17.57,18.67,19.74,17.57,61984.0,603278
93,2018-03-30,18.67,18.76,18.9,18.5,39227.0,603278
94,2018-04-02,18.79,18.62,18.96,18.51,33129.0,603278
95,2018-04-03,18.35,18.29,18.35,17.91,30583.0,603278
96,2018-04-04,18.36,18.55,18.98,18.36,42866.0,603278
97,2018-04-09,18.4,19.12,19.5,18.24,52192.0,603278
98,2018-04-10,19.35,19.12,19.5,18.5,47295.0,603278
99,2018-04-11,18.95,19.5,19.66,18.95,54393.0,603278
