,date,open,close,high,low,volume,code
0,2018-01-16,6.97,6.97,6.97,6.97,445.0,603056
1,2018-01-17,7.67,7.67,7.67,7.67,154.0,603056
2,2018-01-18,8.44,8.44,8.44,8.44,83.0,603056
3,2018-01-19,9.28,9.28,9.28,9.28,432.0,603056
4,2018-01-22,10.21,10.21,10.21,10.21,502.0,603056
5,2018-01-23,11.23,11.23,11.23,11.23,768.0,603056
6,2018-01-24,12.35,12.35,12.35,12.35,1147.0,603056
7,2018-01-25,13.59,13.59,13.59,13.59,804.0,603056
8,2018-01-26,14.95,14.95,14.95,14.95,6198.0,603056
9,2018-01-29,16.45,16.45,16.45,16.45,7443.0,603056
10,2018-01-30,18.1,18.1,18.1,18.1,3633.0,603056
11,2018-01-31,19.91,19.91,19.91,19.91,4051.0,603056
12,2018-02-01,21.9,21.9,21.9,21.9,83522.0,603056
13,2018-02-02,23.41,24.09,24.09,23.12,368787.0,603056
14,2018-02-05,24.0,24.42,26.38,23.01,668015.0,603056
15,2018-02-06,22.58,21.98,23.18,21.98,328985.0,603056
16,2018-02-07,22.01,20.43,22.27,19.8,368417.0,603056
17,2018-02-08,19.92,21.1,21.5,19.8,261554.0,603056
18,2018-02-09,19.9,20.24,22.0,19.53,281515.0,603056
19,2018-02-12,21.35,21.04,21.98,20.5,247424.0,603056
20,2018-02-13,20.5,19.37,20.83,19.12,255990.0,603056
21,2018-02-14,19.13,18.88,19.55,18.7,130139.0,603056
22,2018-02-22,19.09,19.19,19.47,19.02,100064.0,603056
23,2018-02-23,19.04,19.56,19.58,19.0,103985.0,603056
24,2018-02-26,20.5,21.52,21.52,20.3,244409.0,603056
25,2018-02-27,22.22,22.81,23.49,22.13,407559.0,603056
26,2018-02-28,21.8,21.41,21.89,21.0,223280.0,603056
27,2018-03-01,20.89,23.55,23.55,20.89,285611.0,603056
28,2018-03-02,23.67,22.33,23.86,22.22,264651.0,603056
29,2018-03-05,22.38,22.61,23.1,21.6,184225.0,603056
30,2018-03-06,22.49,22.59,23.25,22.11,189630.0,603056
31,2018-03-07,22.69,22.82,24.0,22.66,192185.0,603056
32,2018-03-08,22.33,23.34,23.59,22.2,211963.0,603056
33,2018-03-09,23.15,24.33,25.2,22.89,300872.0,603056
34,2018-03-12,24.0,25.25,25.61,23.83,278291.0,603056
35,2018-03-13,25.08,25.31,25.8,24.4,249424.0,603056
36,2018-03-14,24.95,23.92,25.18,23.76,176944.0,603056
37,2018-03-15,23.1,22.7,23.3,22.22,182893.0,603056
38,2018-03-16,22.78,22.71,23.24,22.67,87112.0,603056
39,2018-03-19,22.87,23.04,23.15,22.35,85950.0,603056
40,2018-03-20,22.75,22.64,22.89,22.21,86990.0,603056
41,2018-03-21,22.78,23.17,23.76,22.74,150148.0,603056
42,2018-03-22,22.9,22.59,23.23,22.31,98226.0,603056
43,2018-03-23,21.36,20.36,21.58,20.33,169052.0,603056
44,2018-03-26,20.05,20.95,21.0,19.01,107906.0,603056
45,2018-03-27,21.45,21.4,21.92,21.0,91550.0,603056
46,2018-03-28,21.0,21.27,21.75,20.78,68981.0,603056
47,2018-03-29,21.9,21.47,22.08,21.34,65886.0,603056
48,2018-03-30,21.62,21.55,21.78,21.25,62671.0,603056
49,2018-04-02,21.65,22.51,22.7,21.36,132469.0,603056
50,2018-04-03,22.03,23.27,23.67,21.9,172307.0,603056
51,2018-04-04,23.0,22.79,23.9,22.54,117293.0,603056
52,2018-04-09,22.37,24.3,24.45,22.28,186178.0,603056
53,2018-04-10,24.13,23.97,24.45,23.27,130476.0,603056
54,2018-04-11,23.85,26.37,26.37,23.82,255276.0,603056
