,date,open,close,high,low,volume,code
0,2017-12-12,28.46,34.16,34.16,28.46,153.0,603890
1,2017-12-13,37.58,37.58,37.58,37.58,159.0,603890
2,2017-12-14,41.34,41.34,41.34,41.34,153.0,603890
3,2017-12-15,45.47,45.47,45.47,45.47,9683.0,603890
4,2017-12-18,43.8,42.2,45.46,41.1,157787.0,603890
5,2017-12-19,41.08,42.18,43.39,41.06,117583.0,603890
6,2017-12-20,41.41,39.22,41.99,39.0,114689.0,603890
7,2017-12-21,38.88,37.91,38.99,37.3,89061.0,603890
8,2017-12-22,37.55,38.51,39.67,37.55,83755.0,603890
9,2017-12-25,38.02,37.18,38.02,36.24,72136.0,603890
10,2017-12-26,37.18,38.73,39.73,36.81,87605.0,603890
11,2017-12-27,38.49,42.6,42.6,38.3,147459.0,603890
12,2017-12-28,41.6,46.81,46.86,41.5,194744.0,603890
13,2017-12-29,44.18,42.13,44.65,42.13,151187.0,603890
14,2018-01-02,42.6,42.77,43.98,42.25,104311.0,603890
15,2018-01-03,41.9,41.12,41.9,39.61,103198.0,603890
16,2018-01-04,40.6,40.57,42.12,40.39,72093.0,603890
17,2018-01-05,39.9,40.67,41.25,39.72,62345.0,603890
18,2018-01-08,40.7,41.81,41.88,40.41,74552.0,603890
19,2018-01-09,41.48,41.05,41.77,40.42,74691.0,603890
20,2018-01-10,40.66,39.09,40.66,37.72,76861.0,603890
21,2018-01-11,38.8,40.65,41.33,38.62,78605.0,603890
22,2018-01-12,40.4,39.2,40.42,39.1,53174.0,603890
23,2018-01-15,38.9,39.26,39.69,37.77,51182.0,603890
24,2018-01-16,39.0,40.08,40.75,38.83,61460.0,603890
25,2018-01-17,40.0,41.0,41.24,38.82,75692.0,603890
26,2018-01-18,40.56,39.66,40.88,39.3,52073.0,603890
27,2018-01-19,39.35,40.76,42.4,39.35,87625.0,603890
28,2018-01-22,40.3,38.74,40.3,37.88,63126.0,603890
29,2018-01-23,38.44,38.72,38.99,38.0,44596.0,603890
30,2018-01-24,38.75,38.9,39.3,38.46,43546.0,603890
31,2018-01-25,38.5,38.19,39.42,38.15,48884.0,603890
32,2018-01-26,37.97,37.04,38.31,37.01,50524.0,603890
33,2018-01-29,37.1,37.35,37.75,36.8,32269.0,603890
34,2018-01-30,37.25,37.34,37.5,36.78,25155.0,603890
35,2018-01-31,37.18,35.38,37.18,34.96,37979.0,603890
36,2018-02-01,35.5,33.78,35.64,33.68,30516.0,603890
37,2018-02-02,33.5,33.99,34.36,32.85,22787.0,603890
38,2018-02-05,33.0,32.94,33.88,32.59,20135.0,603890
39,2018-02-06,32.0,29.65,32.36,29.65,35559.0,603890
40,2018-02-07,30.6,30.44,30.97,29.03,33586.0,603890
41,2018-02-08,30.2,30.7,31.15,30.01,22962.0,603890
42,2018-02-09,29.6,29.74,30.17,29.13,22917.0,603890
43,2018-02-12,30.39,30.57,30.98,30.2,21210.0,603890
44,2018-02-13,30.6,30.4,30.99,30.31,18834.0,603890
45,2018-02-14,30.29,29.99,30.44,29.8,12946.0,603890
46,2018-02-22,30.21,30.59,30.62,30.04,15382.0,603890
47,2018-02-23,30.5,30.93,30.98,30.35,19859.0,603890
48,2018-02-26,31.59,32.24,32.28,31.31,33301.0,603890
49,2018-02-27,32.19,31.93,32.42,31.8,27395.0,603890
50,2018-02-28,31.56,31.28,31.59,30.96,21310.0,603890
51,2018-03-01,30.91,31.91,31.95,30.89,21873.0,603890
52,2018-03-02,31.98,31.45,32.29,31.4,28499.0,603890
53,2018-03-05,31.5,32.97,33.3,31.3,47604.0,603890
54,2018-03-06,32.7,32.99,33.6,32.5,42463.0,603890
55,2018-03-07,33.12,32.93,33.79,32.91,37275.0,603890
56,2018-03-08,32.61,33.8,33.88,32.61,40354.0,603890
57,2018-03-09,34.29,33.99,34.39,33.5,43762.0,603890
58,2018-03-12,34.35,34.19,34.99,33.82,40455.0,603890
59,2018-03-13,33.92,33.19,34.16,33.15,31020.0,603890
60,2018-03-14,33.2,33.24,33.78,33.13,23154.0,603890
61,2018-03-15,32.85,31.39,32.85,30.43,39411.0,603890
62,2018-03-16,31.31,31.92,32.49,31.21,25798.0,603890
63,2018-03-19,32.05,35.11,35.11,32.05,47068.0,603890
64,2018-03-20,36.0,34.52,36.5,34.27,90113.0,603890
65,2018-03-21,34.1,34.74,36.24,34.1,79398.0,603890
66,2018-03-22,34.35,34.55,35.28,34.03,48013.0,603890
67,2018-03-23,32.9,31.1,33.22,31.1,48930.0,603890
68,2018-03-26,29.45,31.45,31.5,29.45,35446.0,603890
69,2018-03-27,31.97,32.29,32.7,31.72,36640.0,603890
70,2018-03-28,31.63,32.29,32.79,31.5,31878.0,603890
71,2018-03-29,32.25,33.01,33.28,32.25,33848.0,603890
72,2018-03-30,33.0,33.69,33.88,33.0,35263.0,603890
73,2018-04-02,33.76,33.87,34.55,33.0,40667.0,603890
74,2018-04-03,33.1,34.79,34.83,32.82,53210.0,603890
75,2018-04-04,34.8,33.93,35.0,33.71,40064.0,603890
76,2018-04-09,33.51,34.92,34.95,33.31,39976.0,603890
77,2018-04-10,34.88,34.19,35.25,33.0,45535.0,603890
78,2018-04-11,34.21,35.34,36.3,33.68,62772.0,603890
