,date,open,close,high,low,volume,code
0,2017-07-28,9.42,11.3,11.3,9.42,96.0,300678
1,2017-07-31,12.43,12.43,12.43,12.43,35.0,300678
2,2017-08-01,13.67,13.67,13.67,13.67,54.0,300678
3,2017-08-02,15.04,15.04,15.04,15.04,79.0,300678
4,2017-08-03,16.54,16.54,16.54,16.54,133.0,300678
5,2017-08-04,18.19,18.19,18.19,18.19,277.0,300678
6,2017-08-07,20.01,20.01,20.01,20.01,278.0,300678
7,2017-08-08,22.01,22.01,22.01,22.01,550.0,300678
8,2017-08-09,24.21,24.21,24.21,24.21,3659.0,300678
9,2017-08-10,26.62,26.63,26.63,26.01,49648.0,300678
10,2017-08-11,27.0,27.3,28.8,25.06,167098.0,300678
11,2017-08-14,26.88,30.03,30.03,26.5,128222.0,300678
12,2017-08-15,29.9,33.03,33.03,29.58,131566.0,300678
13,2017-08-16,33.03,36.33,36.33,32.16,117547.0,300678
14,2017-08-17,36.33,39.96,39.96,36.0,69581.0,300678
15,2017-08-18,42.11,43.2,43.96,40.9,140713.0,300678
16,2017-08-21,43.75,47.52,47.52,43.51,48815.0,300678
17,2017-08-22,52.27,52.27,52.27,50.73,53827.0,300678
18,2017-08-23,55.48,57.5,57.5,54.5,54557.0,300678
19,2017-08-24,62.08,63.25,63.25,60.5,16563.0,300678
20,2017-09-01,69.58,69.58,69.58,69.58,6425.0,300678
21,2017-09-04,72.0,71.97,76.54,66.81,117900.0,300678
22,2017-09-05,69.0,79.17,79.17,69.0,97274.0,300678
23,2017-09-20,79.5,87.09,87.09,79.5,87170.0,300678
24,2017-09-21,91.5,90.8,92.99,85.0,86109.0,300678
25,2017-09-22,88.0,82.79,89.79,82.5,79964.0,300678
26,2017-09-25,82.5,91.07,91.07,82.5,92856.0,300678
27,2017-09-26,87.6,81.96,88.6,81.96,50880.0,300678
28,2017-09-27,76.65,77.45,79.77,74.52,104191.0,300678
29,2017-09-28,76.51,74.71,79.36,73.8,83510.0,300678
30,2017-09-29,74.8,74.95,76.8,72.72,67680.0,300678
31,2017-10-09,75.5,76.88,79.94,73.02,77796.0,300678
32,2017-10-10,78.98,82.26,84.57,78.5,123827.0,300678
33,2017-10-11,77.89,74.03,78.0,74.03,107237.0,300678
34,2017-10-12,71.0,72.48,72.97,69.88,67578.0,300678
35,2017-10-13,72.56,74.13,75.25,70.68,55744.0,300678
36,2017-10-16,73.9,70.02,73.9,69.98,50281.0,300678
37,2017-10-17,70.11,70.19,72.06,69.2,40017.0,300678
38,2017-10-18,70.05,67.02,71.7,66.5,53942.0,300678
39,2017-10-19,67.5,68.28,69.2,65.5,53053.0,300678
40,2017-10-20,67.6,68.15,68.5,66.51,38582.0,300678
41,2017-10-23,67.3,67.33,69.41,66.96,37272.0,300678
42,2017-10-24,66.85,69.2,71.77,65.53,71379.0,300678
43,2017-10-25,68.0,76.12,76.12,67.5,91578.0,300678
44,2017-10-26,77.56,73.8,78.2,73.25,86065.0,300678
45,2017-10-27,72.0,69.57,73.12,69.2,68492.0,300678
46,2017-10-30,70.03,70.8,75.1,68.9,73465.0,300678
47,2017-10-31,69.5,71.67,72.39,67.41,59229.0,300678
48,2017-11-01,71.5,71.5,74.7,71.21,72566.0,300678
49,2017-11-02,69.2,74.05,78.0,68.88,92288.0,300678
50,2017-11-03,72.8,74.48,76.3,72.78,68529.0,300678
51,2017-11-06,76.2,81.93,81.93,75.15,108187.0,300678
52,2017-11-07,80.3,85.11,90.0,79.4,117874.0,300678
53,2017-11-08,85.0,83.99,86.89,82.56,84100.0,300678
54,2017-11-09,82.57,80.7,83.95,80.0,64965.0,300678
55,2017-11-10,81.86,80.95,83.85,79.52,61491.0,300678
56,2017-11-13,80.8,88.6,89.05,79.01,103118.0,300678
