,date,open,close,high,low,volume,code
0,2017-07-31,29.66,35.6,35.6,29.66,255.0,603233
1,2017-08-01,39.16,39.16,39.16,39.16,137.0,603233
2,2017-08-02,43.08,43.08,43.08,43.08,4217.0,603233
3,2017-08-03,43.08,43.9,46.99,41.03,189572.0,603233
4,2017-08-04,42.0,41.85,43.5,41.78,107465.0,603233
5,2017-08-07,42.05,42.29,43.78,41.85,78489.0,603233
6,2017-08-08,41.27,39.72,41.29,39.23,84364.0,603233
7,2017-08-09,39.37,38.24,40.15,38.03,56819.0,603233
8,2017-08-10,38.24,37.91,38.88,37.63,37870.0,603233
9,2017-08-11,37.28,36.31,37.28,36.29,41908.0,603233
10,2017-08-14,36.29,36.52,36.73,36.0,28592.0,603233
11,2017-08-15,36.59,37.6,37.79,36.41,45762.0,603233
12,2017-08-16,37.5,37.76,38.24,37.3,32653.0,603233
13,2017-08-17,37.73,37.27,37.73,36.9,26132.0,603233
14,2017-08-18,37.1,36.71,37.16,36.61,19605.0,603233
15,2017-08-21,36.9,37.48,37.49,36.74,22046.0,603233
16,2017-08-22,37.52,38.98,39.5,37.41,51053.0,603233
17,2017-08-23,38.86,38.62,39.45,38.11,34851.0,603233
18,2017-08-24,38.72,38.69,39.94,38.51,49500.0,603233
19,2017-08-25,38.2,39.75,39.99,38.06,51643.0,603233
20,2017-08-28,39.91,40.98,41.38,39.5,62874.0,603233
21,2017-08-29,40.86,41.42,43.77,40.1,94517.0,603233
22,2017-08-30,40.35,39.82,41.26,39.51,50544.0,603233
23,2017-08-31,39.81,41.25,41.3,39.8,42311.0,603233
24,2017-09-01,41.25,40.64,42.1,40.4,40254.0,603233
25,2017-09-04,40.11,39.46,40.64,39.4,32335.0,603233
26,2017-09-05,39.4,40.11,40.28,39.4,24139.0,603233
27,2017-09-06,39.84,39.75,39.84,39.05,20317.0,603233
28,2017-09-07,39.8,39.77,40.3,39.57,19018.0,603233
29,2017-09-08,39.79,41.09,41.83,39.65,41103.0,603233
30,2017-09-11,41.07,41.99,42.49,40.72,32653.0,603233
31,2017-09-12,41.59,40.95,41.85,40.8,21737.0,603233
32,2017-09-13,40.82,40.83,41.05,40.4,11822.0,603233
33,2017-09-14,40.95,40.65,41.19,40.48,12058.0,603233
34,2017-09-15,40.66,40.12,40.9,39.94,10597.0,603233
35,2017-09-18,39.72,39.96,40.15,39.7,7952.0,603233
36,2017-09-19,40.27,40.04,40.65,39.82,13262.0,603233
37,2017-09-20,40.0,41.63,41.99,39.62,25559.0,603233
38,2017-09-21,41.33,41.13,42.23,41.08,17540.0,603233
39,2017-09-22,41.05,41.85,42.25,40.32,25671.0,603233
40,2017-09-25,41.8,41.92,42.79,41.51,23126.0,603233
41,2017-09-26,41.96,40.28,42.13,38.44,19328.0,603233
42,2017-09-27,39.58,40.59,40.96,39.58,10920.0,603233
43,2017-09-28,40.68,40.0,40.75,39.97,9786.0,603233
44,2017-09-29,39.69,39.55,40.55,39.4,15994.0,603233
45,2017-10-09,39.97,40.22,40.4,39.76,6858.0,603233
46,2017-10-10,40.22,41.67,42.2,40.14,18107.0,603233
47,2017-10-11,41.67,42.01,42.19,41.01,18258.0,603233
48,2017-10-12,41.8,46.21,46.21,41.43,59899.0,603233
49,2017-10-13,46.87,45.6,49.88,45.11,70543.0,603233
50,2017-10-16,45.5,43.51,45.5,43.41,40167.0,603233
51,2017-10-17,43.4,43.11,44.17,42.7,30741.0,603233
52,2017-10-18,42.8,43.12,43.85,42.7,26888.0,603233
53,2017-10-19,42.89,42.23,43.3,41.76,19099.0,603233
54,2017-10-20,41.9,42.48,42.73,41.8,14697.0,603233
55,2017-10-23,42.3,43.94,43.98,42.01,25587.0,603233
56,2017-10-24,43.6,43.4,44.39,42.28,19036.0,603233
57,2017-10-25,42.89,44.15,44.2,42.7,19356.0,603233
58,2017-10-26,43.8,43.6,44.76,43.38,23011.0,603233
59,2017-10-27,44.3,47.96,47.96,44.0,57523.0,603233
60,2017-10-30,47.98,49.19,51.7,46.54,87811.0,603233
61,2017-10-31,48.15,51.26,52.98,48.15,72446.0,603233
62,2017-11-01,51.69,51.86,52.0,49.65,57305.0,603233
63,2017-11-02,51.02,48.76,52.99,48.21,57481.0,603233
64,2017-11-03,48.6,51.92,53.25,48.6,68909.0,603233
65,2017-11-06,52.2,53.3,55.33,51.18,63780.0,603233
66,2017-11-07,53.52,52.96,56.49,52.81,64904.0,603233
67,2017-11-08,53.36,54.85,55.4,53.2,57971.0,603233
68,2017-11-09,53.0,53.6,53.91,52.21,42973.0,603233
69,2017-11-10,53.3,51.69,53.63,51.58,49812.0,603233
70,2017-11-13,51.21,53.29,53.35,51.18,37703.0,603233
71,2017-11-14,53.0,50.73,53.04,50.68,34423.0,603233
72,2017-11-15,50.84,51.47,51.55,49.53,25462.0,603233
73,2017-11-16,51.0,54.04,54.96,50.26,54267.0,603233
74,2017-11-17,53.3,51.36,53.98,50.41,37275.0,603233
75,2017-11-20,50.2,49.91,50.47,46.99,24672.0,603233
76,2017-11-21,49.1,50.99,51.29,49.0,23430.0,603233
77,2017-11-22,50.5,49.73,51.19,49.26,18791.0,603233
78,2017-11-23,49.8,45.67,49.81,45.08,29186.0,603233
79,2017-11-24,46.0,45.95,46.49,44.7,15940.0,603233
80,2017-11-27,45.65,45.96,46.97,45.63,16126.0,603233
81,2017-11-28,46.37,46.79,46.99,45.95,11608.0,603233
