,date,open,close,high,low,volume,code
0,2017-08-04,11.27,13.52,13.52,11.27,122.0,300686
1,2017-08-07,14.87,14.87,14.87,14.87,52.0,300686
2,2017-08-08,16.36,16.36,16.36,16.36,59.0,300686
3,2017-08-09,18.0,18.0,18.0,18.0,81.0,300686
4,2017-08-10,19.8,19.8,19.8,19.8,258.0,300686
5,2017-08-11,21.78,21.78,21.78,21.78,3312.0,300686
6,2017-08-14,21.78,21.03,21.8,20.19,146701.0,300686
7,2017-08-15,20.56,23.13,23.13,20.56,137180.0,300686
8,2017-08-16,23.9,25.44,25.44,23.6,139539.0,300686
9,2017-08-17,25.4,26.6,27.91,24.28,190269.0,300686
10,2017-08-18,25.53,25.11,26.15,24.53,117013.0,300686
11,2017-08-21,24.77,27.62,27.62,24.35,136027.0,300686
12,2017-08-22,27.7,29.42,30.28,26.96,168481.0,300686
13,2017-08-23,27.85,30.66,32.0,27.4,165695.0,300686
14,2017-08-24,29.6,29.91,32.5,29.5,166637.0,300686
15,2017-08-25,29.68,32.9,32.9,28.51,167016.0,300686
16,2017-08-28,33.9,36.19,36.19,33.23,169467.0,300686
17,2017-08-29,36.75,36.9,39.81,34.0,188025.0,300686
18,2017-08-30,34.86,34.81,37.88,33.9,142528.0,300686
19,2017-08-31,34.01,35.71,36.18,34.01,111268.0,300686
20,2017-09-01,35.82,34.46,36.77,34.4,99303.0,300686
21,2017-09-04,33.9,31.01,33.9,31.01,99935.0,300686
22,2017-09-05,30.88,31.5,32.02,30.36,71838.0,300686
23,2017-09-06,31.0,30.7,31.23,29.65,67740.0,300686
24,2017-09-07,30.63,31.39,32.33,30.39,82581.0,300686
25,2017-09-08,30.96,31.8,32.04,30.5,66747.0,300686
26,2017-09-11,31.83,34.24,34.9,31.82,106225.0,300686
27,2017-09-12,33.65,32.18,33.96,31.72,87077.0,300686
28,2017-09-13,31.9,33.02,33.19,31.1,69230.0,300686
29,2017-09-14,32.5,33.47,33.71,32.3,67146.0,300686
30,2017-09-15,33.03,31.7,33.58,31.21,58333.0,300686
31,2017-09-18,31.04,30.12,31.12,29.81,46725.0,300686
32,2017-09-19,30.16,30.29,30.79,30.12,26888.0,300686
33,2017-09-20,30.02,31.15,31.49,30.02,39470.0,300686
34,2017-09-21,31.0,30.01,31.2,30.0,32121.0,300686
35,2017-09-22,29.9,30.79,31.56,29.7,43412.0,300686
36,2017-09-25,30.54,32.0,32.5,30.3,64089.0,300686
37,2017-09-26,31.5,29.69,31.6,29.28,59002.0,300686
38,2017-09-27,29.66,29.77,30.19,29.21,24569.0,300686
39,2017-09-28,29.31,29.3,30.04,29.28,22594.0,300686
40,2017-09-29,29.1,28.08,29.59,26.78,42022.0,300686
41,2017-10-09,28.5,28.37,28.8,28.18,16724.0,300686
42,2017-10-10,28.37,29.64,29.85,28.35,35349.0,300686
43,2017-10-11,29.3,29.26,30.31,29.02,32230.0,300686
44,2017-10-12,29.22,28.38,29.38,28.01,28016.0,300686
45,2017-10-13,28.28,28.63,28.95,28.1,18352.0,300686
46,2017-10-16,28.01,26.91,28.24,26.53,32318.0,300686
47,2017-10-17,26.91,27.01,27.3,26.85,13419.0,300686
48,2017-10-18,27.08,25.78,27.36,25.7,21398.0,300686
49,2017-10-19,25.82,25.1,25.97,24.7,19314.0,300686
50,2017-10-20,24.98,25.59,25.63,24.93,13063.0,300686
51,2017-10-23,25.5,27.55,28.15,25.42,48728.0,300686
52,2017-10-24,26.92,26.82,27.17,26.35,28189.0,300686
53,2017-10-25,26.61,27.09,27.3,26.5,21710.0,300686
54,2017-10-26,27.1,26.9,27.25,26.5,16384.0,300686
55,2017-10-27,26.9,26.33,26.94,26.16,16976.0,300686
56,2017-10-30,26.03,24.83,26.04,24.55,18212.0,300686
57,2017-10-31,25.0,25.28,25.35,24.88,10298.0,300686
58,2017-11-01,25.09,26.17,26.58,25.09,24130.0,300686
59,2017-11-02,26.03,28.05,28.7,25.5,65716.0,300686
60,2017-11-03,27.77,27.5,28.2,27.2,39106.0,300686
61,2017-11-06,27.6,28.8,29.2,27.28,55783.0,300686
62,2017-11-07,28.8,28.42,28.81,27.76,38662.0,300686
63,2017-11-08,28.38,28.64,28.98,27.9,42280.0,300686
64,2017-11-09,28.4,27.94,28.4,27.6,27624.0,300686
65,2017-11-10,27.65,27.8,28.21,27.65,21241.0,300686
66,2017-11-13,27.77,28.64,28.85,27.67,36710.0,300686
67,2017-11-14,28.8,27.24,28.8,27.11,32124.0,300686
68,2017-11-15,27.0,25.9,27.0,25.85,24967.0,300686
69,2017-11-16,25.85,25.56,26.33,25.56,16189.0,300686
70,2017-11-17,25.61,23.48,25.78,23.3,23904.0,300686
71,2017-11-20,23.48,24.18,24.28,22.85,15176.0,300686
72,2017-11-21,23.93,23.66,24.47,23.4,14990.0,300686
73,2017-11-22,23.66,23.89,24.3,23.51,10576.0,300686
74,2017-11-23,23.6,22.99,23.94,22.92,11697.0,300686
75,2017-11-24,22.98,22.99,23.3,22.67,7149.0,300686
76,2017-11-27,22.97,22.31,23.25,22.0,9775.0,300686
77,2017-11-28,22.31,22.6,22.76,22.06,8295.0,300686
78,2017-11-29,22.59,21.75,22.69,21.35,14156.0,300686
79,2017-11-30,21.75,22.0,22.66,21.68,12822.0,300686
