,date,open,close,high,low,volume,code
0,2018-01-22,22.0,26.4,26.4,22.0,83.0,603895
1,2018-01-23,29.04,29.04,29.04,29.04,60.0,603895
2,2018-01-24,31.94,31.94,31.94,31.94,26.0,603895
3,2018-01-25,35.13,35.13,35.13,35.13,55.0,603895
4,2018-01-26,38.64,38.64,38.64,38.64,379.0,603895
5,2018-01-29,42.5,42.5,42.5,42.5,844.0,603895
6,2018-01-30,46.75,46.75,46.75,46.75,2735.0,603895
7,2018-01-31,48.98,49.82,51.2,47.31,116862.0,603895
8,2018-02-01,48.0,54.8,54.8,47.2,118606.0,603895
9,2018-02-02,52.0,49.32,54.5,49.32,104628.0,603895
10,2018-02-05,44.59,44.39,46.3,44.39,51961.0,603895
11,2018-02-06,39.96,39.95,42.45,39.95,73939.0,603895
12,2018-02-07,41.5,43.95,43.95,40.14,93406.0,603895
13,2018-02-08,42.5,48.35,48.35,41.51,103428.0,603895
14,2018-02-09,46.48,53.19,53.19,46.01,118511.0,603895
15,2018-02-12,58.5,58.51,58.51,56.91,34025.0,603895
16,2018-02-13,62.0,57.31,62.72,55.05,116340.0,603895
17,2018-02-14,56.0,51.58,58.8,51.58,80422.0,603895
18,2018-02-22,51.78,52.01,52.56,49.03,90099.0,603895
19,2018-02-23,51.4,53.47,54.0,50.41,97509.0,603895
20,2018-02-26,55.6,53.96,56.6,52.56,100095.0,603895
21,2018-02-27,53.01,55.46,58.5,52.56,101103.0,603895
22,2018-02-28,52.0,49.91,52.0,49.91,62029.0,603895
23,2018-03-01,47.7,49.84,50.95,47.3,61513.0,603895
24,2018-03-02,48.88,48.55,52.4,48.4,62970.0,603895
25,2018-03-05,49.6,53.41,53.41,49.6,75175.0,603895
26,2018-03-06,53.16,53.87,56.39,52.26,91375.0,603895
27,2018-03-07,53.8,54.51,54.87,52.4,66765.0,603895
28,2018-03-08,53.61,54.32,57.0,53.4,82760.0,603895
29,2018-03-09,53.4,59.75,59.75,53.23,89570.0,603895
30,2018-03-12,64.1,58.51,65.73,57.5,122695.0,603895
31,2018-03-13,57.65,57.68,60.24,57.19,86058.0,603895
32,2018-03-14,55.68,55.81,57.65,54.76,53901.0,603895
33,2018-03-15,53.02,51.08,53.65,50.23,74668.0,603895
34,2018-03-16,51.31,50.92,51.77,50.5,39008.0,603895
35,2018-03-19,50.2,51.73,52.4,50.15,37642.0,603895
36,2018-03-20,50.0,52.93,53.19,49.53,46216.0,603895
37,2018-03-21,53.25,51.36,55.0,51.03,53190.0,603895
38,2018-03-22,50.5,51.67,52.55,50.1,34293.0,603895
39,2018-03-23,48.09,46.5,49.8,46.5,38864.0,603895
40,2018-03-26,44.0,47.6,47.96,41.89,40658.0,603895
41,2018-03-27,47.7,48.68,49.99,47.18,44787.0,603895
42,2018-03-28,47.49,49.01,52.5,46.85,44143.0,603895
43,2018-03-29,48.34,52.16,53.8,48.34,65640.0,603895
44,2018-03-30,51.58,53.55,53.61,50.75,63105.0,603895
45,2018-04-02,53.99,54.18,56.78,52.67,65268.0,603895
46,2018-04-03,52.15,53.01,53.38,51.33,40738.0,603895
47,2018-04-04,53.73,52.23,56.23,52.19,52233.0,603895
48,2018-04-09,52.0,57.45,57.45,52.0,78499.0,603895
49,2018-04-10,56.7,58.86,59.97,54.5,108030.0,603895
50,2018-04-11,57.17,56.64,57.91,56.1,56572.0,603895
